,Category,Document Name,Parties,Agreement Date,Effective Date,Expiration Date,Renewal Term,Governing Law,Notice to terminate renewal,Exact_Law,Exclusivity,Post-Termination Services,Discrepancy,Notice to Terminate Renewal,Unnamed: 14,Unnamed: 15,Filename
53,Development,['Development Agreement'],"['CNS and WPD are sometimes referred to herein individually as a ""Party"" and collectively as the ""Parties.""', 'WPD', 'CNS Pharmaceuticals, Inc.', 'CNS', 'WPD Pharmaceuticals']","['March 20, 2020']","['March 20, 2020']","['The term of this Agreement will commence on the Effective Date and remain in full force and effect until the expiration of the Sublicense Agreement, unless earlier termination by pursuant to the terms of this Agreement (""Term"").']",[],International Law,,,[],[],,[],,,CnsPharmaceuticalsInc_20200326_8-K_EX-10.1_12079626_EX-10.1_Development Agreement.pdf
54,Development,['APPLICATION DEVELOPMENT AGREEMENT'],"['InfinixSoft Global LLC', 'Developer', 'Clickstream Corporation', 'Client']","['March 20, 2020']","['March 20, 2020']","['This Agreement shall become effective as of the Effective Date and, unless otherwise terminated in accordance with the provisions of Section 4 of this Agreement, will continue until the expiration of the Warranty Period as defined in subsection 9(a) of this Agreement.']",[],International Law,,'International Law',"['If the Client, in its reasonable discretion, consents, the Client is hereby granted an exclusive, worldwide, royalty-free, perpetual, irrevocable license to use, distribute, modify, publish, and otherwise exploit the incorporated items in connection with the work product developed for the Client.']",[],"There seems to be no specific international law or contract act mentioned in the provided details. It is important to specify a particular international law or contract code that will govern the agreement to avoid ambiguity. Also, the renewal term, post-termination services, and notice to terminate renewal are empty, which might cause issues if not addressed.",[],,,ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Development Agreement.pdf
55,Development,['LICENSE AND DEVELOPMENT AGREEMENT'],"['Licensee', 'Coherus BioSciences, Inc.', 'Bioeq', 'Bioeq IP AG']","['Nov. 02, 2019']","['Nov. 02, 2019']","[""Except as otherwise specified in this Agreement, the Parties' respective rights and obligations under this Agreement shall commence on the Effective Date and shall remain in full force for ten (10) years after the First Commercial Sale of the first Licensed Product, and shall thereafter automatically renew for an unlimited period of time unless otherwise terminated in accordance with Section 15.2.""]","[""Except as otherwise specified in this Agreement, the Parties' respective rights and obligations under this Agreement shall commence on the Effective Date and shall remain in full force for ten (10) years after the First Commercial Sale of the first Licensed Product, and shall thereafter automatically renew for an unlimited period of time unless otherwise terminated in accordance with Section 15.2.""]",International Law,,'Civil Law',"['For clarity, the exclusive license granted to Licensee pursuant to Section 2.1 shall extend to all Intellectual Property Rights and Know-How Controlled by Bioeq and embodied within, or claiming or covering the Bioeq Improvements.', ""Solely in the event that this Agreement is terminated by Bioeq pursuant to Sections 15.2.1, 15.2.2, 15.2.3, 15.2.4, 15.2.8 or 15.2.9 or by Licensee pursuant to Section 15.2.5 , Licensee shall grant, and hereby grants to Bioeq an exclusive, royalty-free, fully paid, sublicenseable, license to use the Licensee-Controlled Trademarks which were actually used by Licensee to Commercialize the Licensed Products in the Territory in connection with Bioeq's Commercialization of the Licensed Products in the Territory."", 'Subject to the provisions of this Agreement, Bioeq hereby grants to Licensee an exclusive (even as to Bioeq), milestone- and royalty-bearing, non-transferable license (including the right to grant sublicenses only to the extent permitted by Section 2.1.2) under the Licensed Technology (including the Licensed Patents) to use, sell, have sold, import, have imported or otherwise Commercialize the Licensed Products in the Field in the Territory.']","[""Licensee shall, within [***] ([***]) days of the effective date of termination of the Agreement at the latest (and at no cost to Bioeq if this Agreement is terminated by Bioeq pursuant to Sections 15.2.1, 15.2.2, 15.2.3, 15.2.4, 15.2.8 or 15.2.9, or by Licensee pursuant to Section 15.2.5, or at Bioeq's cost and expense if this Agreement is terminated by Licensee pursuant to Sections 15.2.1, 15.2.6, 15.2.7 or 15.2.8, as applicable) transfer and assign to Bioeq or its designee all of Licensee's right, title and interest in and to any and all Biologics License Applications and Biologics License Application Approvals controlled by Licensee for the Licensed Products in the Field in the Territory as of the effective date of such termination, including any and all documentation pertaining to such filings and Biologics License Application Approvals (provided that the physical or electronic transfer of files and documentation in connection with such transfer and assignment of rights may occur after such [***] ([***]) day period without being deemed a breach of this Section 15.3.2 by Licensee)"", ""Licensee shall be permitted, at Bioeq's choice (if this Agreement is terminated by Bioeq pursuant to Sections 15.2.1, 15.2.2, 15.2.3, 15.2.4, 15.2.8 or 15.2.9, or by Licensee pursuant to Section 15.2.5) or at Licensee's choice (if this Agreement is terminated by Licensee pursuant to Sections 15.2.1, 15.2.6, 15.2.7 or 15.2.8), to cither (a) continue selling its and its Affiliates' inventory of Licensed Products existing on the termination effective date in accordance with this Agreement for a maximum period of [***] ([***]) days (in which case all terms and conditions of this Agreement, including Licensee's obligation to report and pay royalties, shall continue to apply to such continued sale) or (b) sell such inventory to Bioeq at the supply price paid by Licensee to Bioeq for such inventory in accordance with the Manufacturing and Supply Agreement."", ""Licensee shall (at no cost to Bioeq if this Agreement is terminated by Bioeq pursuant to Sections 15.2.1, 15.2.2, 15.2.3, 15.2.4, 15.2.8 or 15.2.9, or by Licensee pursuant to Section 15.2.5, or at Bioeq's cost and expense if this Agreement is terminated by Licensee pursuant to Sections 15.2.1, 15.2.6, 15.2.7 or 15.2.8, as applicable) use Commercially Reasonable Efforts to cooperate with Bioeq or its designee, and provide [***] reasonable assistance and support, to [***] Bioeq or its designee to take over the Commercialization of the Licensed Products in the Field in the Territory [***] following the effective date of such termination, including by (a) using Commercially Reasonable Efforts to provide [***], (b) disclosing and assigning (to the extent permitted under the relevant agreement) to Bioeq Licensee's existing agreements relating solely to the Commercialization of the Licensed Product in the Territory, including with [***], to the extent legally possible ([***]) and (c) transferring Licensed Product- specific marketing materials, including [***].""]","There is no discrepancy regarding the governing law or any other provided details. However, there is no specific law mentioned, so I assumed the agreement would be governed by the most applicable civil law. The discrepancy is that the exact civil law code or act is not specified. Additionally, the 'Notice to terminate renewal' field is empty, which might suggest that the renewal process is not clearly",[],,,CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement.pdf
56,Development,['FRANCHISE DEVELOPMENT AGREEMENT (Non-exclusive/Exclusive)'],"['""El Pollo Loco"" or ""Franchisor""', 'an individual', 'Developer', 'EL POLLO LOCO, INC.']",[],"['This Agreement shall commence on the date specified in Exhibit ""B"".']","['Notwithstanding any provision to the contrary contained herein, unless earlier terminated by either party, this Agreement shall expire on ______, 20___, and all rights of Developer herein shall cease and all unapplied or unused Development Fees paid pursuant to Section 3 hereof shall be forfeited to Franchisor.', 'Unless terminated pursuant to Section 10 or 11 below, it shall expire upon the earlier of the date specified in Exhibit ""B"" or upon the opening of the last El Pollo Loco® Restaurant listed in the Development Schedule.']",[],International Law,,'Civil Law' (as 'International Law' suggests that a specific country's law has not been chosen and civil law is a broad legal system used in various countries),"['(If exclusive agreement, add ""Developer expressly acknowledges that the exclusive rights granted herein apply only to the right to develop new restaurants in the Territory, and no exclusive territory or radius protection for the term of any Franchise Agreement is granted herein and any such protection shall be set forth in the particular Franchise Agreement to be signed."")']",[],"Yes, there is a discrepancy regarding the Expiration Date as there are two statements providing different expiration conditions for the agreement. Additionally, the Agreement Date and Renewal Term details are missing.",[],,,ElPolloLocoHoldingsInc_20200306_10-K_EX-10.16_12041700_EX-10.16_Development Agreement.pdf
57,Development,['Consulting and Product Development Agreement'],"['Emerald Health Nutraceuticals Inc.', 'EHS', 'EHN', 'Michael T. Murray, N.D', 'Dr. Murray', 'Emerald Health Sciences Inc.']",['1st day of September 2016'],['1st day of September 2016'],"['Dr. Murray\'s obligations set out herein shall be performed from the Effective Date until December 31, 2018 (the initial ""Services Term"").', 'Except as otherwise stated herein as pertaining only to a Services Term, this Agreement shall remain in effect for ten years, unless terminated in accordance with Sections 6.1 (a) or 6.2(b).']","[""The Services Term of this Agreement shall be automatically renewed for successive two-year terms thereafter unless written notice is given by either party to the other, indicating that party's intention not to renew the Services Term of this Agreement, at least ninety (90) days prior to the end of the initial Services Term or any renewed Services Term.""]",International Law,,"'Civil Law' would be the major governing law applicable here, as 'International Law' is a broad category that encompasses many specific laws and treaties. Civil law is a legal system that is largely based on statutes, codes, and written rules, which is mentioned in the contract.","[""EHS and EHN shall have the exclusive rights in and to all ingredients, product specifications, goodwill, and all other intellectual property rights associated with any Product(s); provided, however, that EHS and EHN shall not have any rights in or to Dr. Murray's name or likeness except as expressly granted in writing herein or via electronic transmission by Dr. Murray.""]",[],,"[""The Services Term of this Agreement shall be automatically renewed for successive two-year terms thereafter unless written notice is given by either party to the other, indicating that party's intention not to renew the Services Term of this Agreement, at least ninety (90) days prior to the end of the initial Services Term or any renewed Services Term.""]",,,EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement.pdf
58,Development,['MASTER JOINT DEVELOPMENT AGREEMENT'],"['CC-Pharming', 'iBio Inc.', 'Beijing CC-Pharming Ltd.']","['August 08, 2018']","['The term of this Agreement (""Term"") will begin on the date this Agreement is signed by the last signatory (""Effective Date"") and remain in effect for [***]; provided, however, that the terms of this Agreement shall remain applicable to any SOW that was executed by the Parties prior to the expiration or termination of this Agreement but whose period of performance extends beyond the expiration or termination of this Agreement.<omitted>August 08, 2018']","['The term of this Agreement (""Term"") will begin on the date this Agreement is signed by the last signatory (""Effective Date"") and remain in effect for [***]; provided, however, that the terms of this Agreement shall remain applicable to any SOW that was executed by the Parties prior to the expiration or termination of this Agreement but whose period of performance extends beyond the expiration or termination of this Agreement.']",[],International Law,,'International Law',[],[],There are a few discrepancies and incomplete details in the provided contract information:,[],,,IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement.pdf
59,Development,['OUTSOURCE TECHNOLOGY DEVELOPMENT AGREEMENT'],"['Developer', 'DSS', 'HotApp International Ltd.', 'Document Security Systems, Inc.']","['1s t day of March, 2018']","['1s t day of March, 2018']","['The initial term of this Agreement shall commence on the Effective Date, and shall continue thereafter for a period of twelve (12) months (the ""Initial Term"").']","['The Initial Term shall automatically renew for one-month periods thereafter unless either party provides 30- days advance notice of termination, unless earlier terminated pursuant to Section 2.2 hereof']",International Law,,'International Law',[],[],"The term 'Notice to terminate renewal' is mentioned twice with the same description. It would be better to have a consistent and clear definition in the contract. Also, the 'Governing Law' being 'International Law' is quite broad. It would be ideal to specify a particular international convention or treaty that applies to this agreement. Additionally, there are no details about 'Exclusivity","['The Initial Term shall automatically renew for one-month periods thereafter unless either party provides 30- days advance notice of termination, unless earlier terminated pursuant to Section 2.2 hereof.']",,,HfEnterprisesInc_20191223_S-1_EX-10.22_11931299_EX-10.22_Development Agreement.pdf
60,Development,['REAL ESTATE EDUCATION TRAINING PROGRAM DEVELOPMENT AGREEMENT'],"['T&B Seminars, Inc.', 'LEA', 'Legacy Education Alliance Holdings, Inc.', 'T&B']",['12-23-2019'],['12-23-2019'],"['The Term shall commence upon the Effective Date and shall continue for an initial term of five (5) years.', 'The term ""Term"" shall mean an initial term of five years, automatically renewable thereafter for successive 5-year terms unless either party provides prior written notice of termination not less than 90 days prior to the end of such five-year term; provided, however, T&B shall have the right to terminate the license after the first year of the Term if LEA does not conduct the Business so as to meet the Cash Sales benchmarks set by the parties for years two through five of the Term, as set forth in Section 3.3, below.']",['The Term shall automatically renew thereafter for successive 5-year terms unless either party provides prior written notice of termination not less than 90 days prior to the end of such five-year term.'],International Law,,'Civil Law',"['T&B shall not, during the Term, grant any third party a license to use the Licensed Intellectual Property within the Exclusive Field of Use.', 'T&B hereby grants to LEA, and LEA hereby accepts from T&B, during the Term, the sole and exclusive worldwide right and license in and to the Licensed Intellectual Property, which right and license shall be limited to that which is necessary for LEA to (i) develop and create Educational Materials and (ii) develop, promote and conduct the Business worldwide , unless the license is earlier terminated as provided herein.', 'In consideration of the exclusivity rights granted to LEA, commencing with the seventh (7t h) month of the Term and continuing each year of the Term thereafter, the minimum Royalties payable to T&B each month shall be the greater of the (i) applicable monthly Base Royalty and Marketing Royalty or (ii) $200,000.']","['LEA shall, for a period of six (6) months (""Sell-Off Period"") following the effective date of termination of the license granted by T&B hereunder, have the right to fulfill commitments made to customers during the Term']","The 'Governing Law' stated is 'International Law', which is too broad. A more specific governing law, such as the law of a particular state or country, should be specified. Also, there is a discrepancy in the 'Notice to terminate renewal' section. It is mentioned twice with the same wording, which might be redundant. Other than these, the details",['The Term shall automatically renew thereafter for successive 5-year terms unless either party provides prior written notice of termination not less than 90 days prior to the end of such five-year term.'],,,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.pdf
61,Development,['BUSINESS DEVELOPMENT AGREEMENT'],"['LIQUIDMETAL TECHNOLOGIES, INC.', 'Eutectix', 'EUTECTIX, LLC', 'Liquidmetal']","[', 2020']","[', 2020']","['The initial term of this Agreement shall commence on the Effective Date and shall continue until the fifth (5t h) anniversary of the Effective Date (the ""Term""), unless the Agreement is sooner terminated in accordance with the terms of this Agreement.']","['Upon the expiration of the Term, the Term shall automatically extend for successive 12-month periods until one Party terminates the Agreement by providing at least 180 days prior written notice to the other Party prior to the expiration of the then-current term or unless sooner terminated in accordance with the terms of this Agreement.']",International Law,,'International Law',[],"['To the extent any insurance coverage required under this Agreement is purchased on a ""claims-made"" basis, such insurance shall cover all prior acts of Eutectix during the term of this Agreement, and such insurance shall be continuously maintained until at least two (2) years beyond the expiration or termination of the term of this Agreement, or Eutectix shall purchase ""tail"" coverage, effective upon termination of any such policy or upon termination or expiration of the term of this Agreement, to provide coverage for at least two (2) years from the occurrence of either such event.', 'Upon expiration or termination of this Agreement for any reason, Eutectix shall have the option to purchase some or all of the Licensed Equipment at fair market value, less any amounts owed to Eutectix by Liquidmetal, except the equipment listed under Section 2.1(b) above', ""Upon reasonable prior notice to Eutectix and at Liquidmetal's expense, no more than once per year, during the Term of this Agreement and for one (1) year following the expiration or termination of this Agreement, Liquidmetal or its designee shall have the right from time to time to confirm and validate: (a) that Eutectix has complied with the pricing provisions of this Agreement; (b) Eutectix's financial condition, successorship planning, and ability to continue operations; (c) that Eutectix's performance is consistent with the Agreement; (d) that Eutectix has complied with Article 10 (Compliance) of this Agreement."", 'Notwithstanding the foregoing, with regard to orders received and accepted by Eutectix before expiration or notice of termination, Eutectix may finish making any products in process, may conclude any orders in process, including finishing manufacturing of such products and shipping such products to the customer for up to 6 months after termination or expiration of this Agreement;', 'In the event this Agreement expires or is terminated for any reason other than a breach by Eutectix, Liquidmetal shall purchase from Eutectix existing raw material inventory at the purchase price (including delivery charges) paid by Eutectix to its suppliers in connection with the Orders accepted by Eutectix hereunder.']","The 'Governing Law' is mentioned as 'International Law', but no specific International Law or Convention is referenced in the contract details. It is generally advisable to specify a particular international convention or treaty that the parties intend to govern the agreement. For example, if the agreement involves the sale of goods, the United Nations Convention on Contracts for the International Sale of Goods (CISG","['Either Party may terminate this Agreement for any reason upon providing 180 days prior written notice to the other Party prior to the expiration of the then-current term or unless sooner terminated in accordance with the terms of this Agreement.', 'Upon the expiration of the Term, the Term shall automatically extend for successive 12-month periods until one Party terminates the Agreement by providing at least 180 days prior written notice to the other Party prior to the expiration of the then-current term or unless sooner terminated in accordance with the terms of this Agreement.']",,,LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agreement.pdf
62,Development,['License and Development Agreement'],"['NLS-1 Pharma AG', 'Eurofarma Laboratórios S.A.', '""Licensee"" / ""Eurofarma""', '""Licensor"" / ""NLS""', '(Licensor and Licensee each a ʺPartyʺ collectively the ʺPartiesʺ)']",[],['Effective Date shall be the date of the last signature on the last page of this Agreement.'],"['This Agreement will come into effect on the Effective Date and shall continue in full force for ten (10) years from the Launch (the ""Initial Term""), or the date of expiry of the last valid patent of the Licensed Product, whichever comes later, subject to clauses 19.2, 19.3, 19.4 and 19.5 hereunder']",[],International Law,,,"['Subject to the conditions and limitations set forth in this Agreement, the Licensor hereby grants to the Licensee, and the Licensee hereby accepts, (i) an exclusive, fee-bearing, non-transferable distribution right of the Licensed Product in the Territory during the Term (the ""Distribution""), (ii) an exclusive, royalty-free, non-transferable license to the Licensor\'s Patents and Trademarks to register, import, export, store, handle, commercialize, have commercialized, promote, have promoted, distribute, have distributed, sell and have sold the Licensed Product during the Term, without the right to sublicense (the ""License""), and (iii) an exclusive, royalty-bearing, non-transferable license to the Intellectual Property (except Patents and Trademarks ) and the Developed Intellectual Property and a right to obtain the technology transfer of the Know-How to manufacture the Licensed Product in the Territory during the Term, pursuant to the conditions set forth in Article 2.3 below and elsewhere in this Agreement (the ""Technology Transfer""), all to register, import, export, store, handle, commercialize, have commercialized, promote, have promoted, distribute, have distributed, manufacture, have manufactured, sell and have sold the Licensed Product during the Term, without the right to sublicense.', 'During the entire validity of this Agreement, Licensor hereby grants to License an exclusive and royaltyfree right to use the Trademark in']","['The expiration or termination of the Agreement shall have the following consequences: (i) The Licensee shall cease to use the License and cease to conduct any activities that would require the License, unless explicitly stated otherwise in this Article. (ii) Licensee or Affiliates or Distributors may sell off all previously purchased Licensed Products still in their warehouses within a period of six (6) months of the effective date of such termination (the ""Sell-Off Period"") provided that the sale of such Licensed Products by Licensee or Affiliates or Distributors of the Licensee shall be subject to the terms of this Agreement, including but not limited to the rendering of reports and payment of royalties required under this Agreement. (iii) Promptly upon the request of Licensor, the Licensee shall, at the Licensor\'s sole discretion and election for each country of the Territory and each Licensed Product either withdraw or transfer all Marketing Authorizations in the Territory to the Licensor (or to a third party as the Licensor directs). Licensee shall take the required steps without any delay and the withdrawal or transfer shall be completed in maximum 90 days after the notification of the request; if the Licensor does not decide and inform within this period to whom the Marketing Authorizations and documents shall be transferred, then the Licensee shall have no obligation to keep them active', 'In case of termination of the Agreement, NLS and Eurofarma shall immediately work on a transition out plan, with activities and timelines agreed by the Parties to ensure a proper handover of the Licensed Product so that its market position and the obligations to prescribers, patients and regulatory authorities are fulfilled in accordance with Eurofarma best practices.', 'Upon expiration or termination, Eurofarma shall i) immediately transfer the MAs to the Licensor or to any other party designated by the Licensor and return all relevant documents prepared or submitted that are related to the MAs, including those documents, data or information generated post MA filings, in maximum 30 days after the notification of termination; if the Licensor does not decide and inform within this period to whom the MAs and documents shall be transferred, then the Licensee shall have no obligation to keep them actives ii) shall forfeit its ownership of the MAs in any and all of the countries of the Territory and with other regulatory agencies, without any form of compensation except for the compensation under the conditions set forth in Article 19.2 below and, iii) shall have no further claims of ownership and nor any other claims related to the MAs.']",,[],,,NlsPharmaceuticsLtd_20200228_F-1_EX-10.14_12029046_EX-10.14_Development Agreement.pdf
